,cell_type,sampleID,status
16655,healthy_CM,RZ_BZ_P3,control
16656,Myofib,RZ_BZ_P3,control
16657,Pericyte_2,RZ_BZ_P3,control
16658,Myofib,RZ_BZ_P3,control
16659,Myofib,RZ_BZ_P3,control
16660,healthy_CM,RZ_BZ_P3,control
16661,damaged_CM,RZ_BZ_P3,control
16662,healthy_CM,RZ_BZ_P3,control
16663,Myofib,RZ_BZ_P3,control
16664,healthy_CM,RZ_BZ_P3,control
16665,healthy_CM,RZ_BZ_P3,control
16666,Monocytes,RZ_BZ_P3,control
16667,damaged_CM,RZ_BZ_P3,control
16668,damaged_CM,RZ_BZ_P3,control
16669,vSMCs_1,RZ_BZ_P3,control
16670,healthy_CM,RZ_BZ_P3,control
16671,Fib_0,RZ_BZ_P3,control
16672,Fib_0,RZ_BZ_P3,control
16673,damaged_CM,RZ_BZ_P3,control
16674,healthy_CM,RZ_BZ_P3,control
16675,Myofib,RZ_BZ_P3,control
16676,intermediate_CM,RZ_BZ_P3,control
16677,Fib_SCARA5,RZ_BZ_P3,control
16678,Fib_SCARA5,RZ_BZ_P3,control
16679,damaged_CM,RZ_BZ_P3,control
16680,intermediate_CM,RZ_BZ_P3,control
16681,healthy_CM,RZ_BZ_P3,control
16682,Fib_0,RZ_BZ_P3,control
16683,damaged_CM,RZ_BZ_P3,control
16684,Fib_SCARA5,RZ_BZ_P3,control
16685,damaged_CM,RZ_BZ_P3,control
16686,Fib_3,RZ_BZ_P3,control
16687,Venous_Endo,RZ_BZ_P3,control
16688,Myofib,RZ_BZ_P3,control
16689,CD4,RZ_BZ_P3,control
16690,damaged_CM,RZ_BZ_P3,control
16691,Venous_Endo,RZ_BZ_P3,control
16692,healthy_CM,RZ_BZ_P3,control
16693,Fib_0,RZ_BZ_P3,control
16694,Fib_SCARA5,RZ_BZ_P3,control
16695,Myofib,RZ_BZ_P3,control
16696,Myofib,RZ_BZ_P3,control
16697,Fib_0,RZ_BZ_P3,control
16698,damaged_CM,RZ_BZ_P3,control
16699,Fib_0,RZ_BZ_P3,control
16700,healthy_CM,RZ_BZ_P3,control
16701,CD4,RZ_BZ_P3,control
16702,healthy_CM,RZ_BZ_P3,control
16703,healthy_CM,RZ_BZ_P3,control
16704,damaged_CM,RZ_BZ_P3,control
16705,healthy_CM,RZ_BZ_P3,control
16706,healthy_CM,RZ_BZ_P3,control
16707,healthy_CM,RZ_BZ_P3,control
16708,damaged_CM,RZ_BZ_P3,control
16709,Fib_0,RZ_BZ_P3,control
16710,Myofib,RZ_BZ_P3,control
16711,intermediate_CM,RZ_BZ_P3,control
16712,Endocardial_Endo,RZ_BZ_P3,control
16713,Endocardial_Endo,RZ_BZ_P3,control
16714,damaged_CM,RZ_BZ_P3,control
16715,Myofib,RZ_BZ_P3,control
16716,healthy_CM,RZ_BZ_P3,control
16717,Myofib,RZ_BZ_P3,control
16718,Fib_SCARA5,RZ_BZ_P3,control
16719,damaged_CM,RZ_BZ_P3,control
16720,Capillary_Endo,RZ_BZ_P3,control
16721,Arterial_Endo,RZ_BZ_P3,control
16722,Fib_0,RZ_BZ_P3,control
16723,damaged_CM,RZ_BZ_P3,control
16724,intermediate_CM,RZ_BZ_P3,control
16725,Myofib,RZ_BZ_P3,control
16726,Arterial_Endo,RZ_BZ_P3,control
16727,healthy_CM,RZ_BZ_P3,control
16728,Myofib,RZ_BZ_P3,control
16729,damaged_CM,RZ_BZ_P3,control
16730,Myofib,RZ_BZ_P3,control
16731,damaged_CM,RZ_BZ_P3,control
16732,damaged_CM,RZ_BZ_P3,control
16733,Myofib,RZ_BZ_P3,control
16734,damaged_CM,RZ_BZ_P3,control
16735,Endocardial_Endo,RZ_BZ_P3,control
16736,Neuronal,RZ_BZ_P3,control
16737,damaged_CM,RZ_BZ_P3,control
16738,healthy_CM,RZ_BZ_P3,control
16739,Myofib,RZ_BZ_P3,control
16740,intermediate_CM,RZ_BZ_P3,control
16741,Fib_SCARA5,RZ_BZ_P3,control
16742,damaged_CM,RZ_BZ_P3,control
16743,damaged_CM,RZ_BZ_P3,control
16744,Myofib,RZ_BZ_P3,control
16745,Myofib,RZ_BZ_P3,control
16746,NK_T,RZ_BZ_P3,control
16747,damaged_CM,RZ_BZ_P3,control
16748,damaged_CM,RZ_BZ_P3,control
16749,Purkinje_fibers,RZ_BZ_P3,control
16750,healthy_CM,RZ_BZ_P3,control
16751,Capillary_Endo,RZ_BZ_P3,control
16752,Myofib,RZ_BZ_P3,control
16753,Monocytes,RZ_BZ_P3,control
16754,intermediate_CM,RZ_BZ_P3,control
16755,damaged_CM,RZ_BZ_P3,control
16756,damaged_CM,RZ_BZ_P3,control
16757,Myofib,RZ_BZ_P3,control
16758,Fib_SCARA5,RZ_BZ_P3,control
16759,Pericyte_1,RZ_BZ_P3,control
16760,Myofib,RZ_BZ_P3,control
16761,healthy_CM,RZ_BZ_P3,control
16762,Fib_0,RZ_BZ_P3,control
16763,Fib_SCARA5,RZ_BZ_P3,control
16764,damaged_CM,RZ_BZ_P3,control
16765,Myofib,RZ_BZ_P3,control
16766,damaged_CM,RZ_BZ_P3,control
16767,Fib_SCARA5,RZ_BZ_P3,control
16768,Fib_0,RZ_BZ_P3,control
16769,Lymphatic_Endo,RZ_BZ_P3,control
16770,Myofib,RZ_BZ_P3,control
16771,intermediate_CM,RZ_BZ_P3,control
16772,damaged_CM,RZ_BZ_P3,control
16773,healthy_CM,RZ_BZ_P3,control
16774,healthy_CM,RZ_BZ_P3,control
16775,damaged_CM,RZ_BZ_P3,control
16776,damaged_CM,RZ_BZ_P3,control
16777,Myofib,RZ_BZ_P3,control
16778,intermediate_CM,RZ_BZ_P3,control
16779,Venous_Endo,RZ_BZ_P3,control
16780,Fib_0,RZ_BZ_P3,control
16781,vCM_3,RZ_BZ_P3,control
16782,damaged_CM,RZ_BZ_P3,control
16783,damaged_CM,RZ_BZ_P3,control
16784,Fib_SCARA5,RZ_BZ_P3,control
16785,Fib_0,RZ_BZ_P3,control
16786,Venous_Endo,RZ_BZ_P3,control
16787,healthy_CM,RZ_BZ_P3,control
16788,Fib_SCARA5,RZ_BZ_P3,control
16789,SPP1_Macrophages,RZ_BZ_P3,control
16790,Fib_3,RZ_BZ_P3,control
16791,damaged_CM,RZ_BZ_P3,control
16792,Fib_0,RZ_BZ_P3,control
16793,Fib_SCARA5,RZ_BZ_P3,control
16794,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16795,healthy_CM,RZ_BZ_P3,control
16796,healthy_CM,RZ_BZ_P3,control
16797,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16798,Myofib,RZ_BZ_P3,control
16799,Venous_Endo,RZ_BZ_P3,control
16800,prolif,RZ_BZ_P3,control
16801,healthy_CM,RZ_BZ_P3,control
16802,Fib_0,RZ_BZ_P3,control
16803,Purkinje_fibers,RZ_BZ_P3,control
16804,Myofib,RZ_BZ_P3,control
16805,Neuronal,RZ_BZ_P3,control
16806,Fib_0,RZ_BZ_P3,control
16807,damaged_CM,RZ_BZ_P3,control
16808,Myofib,RZ_BZ_P3,control
16809,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
16810,healthy_CM,RZ_BZ_P3,control
16811,intermediate_CM,RZ_BZ_P3,control
16812,Myofib,RZ_BZ_P3,control
16813,Myofib,RZ_BZ_P3,control
16814,CD4,RZ_BZ_P3,control
16815,Myofib,RZ_BZ_P3,control
16816,intermediate_CM,RZ_BZ_P3,control
16817,Fib_SCARA5,RZ_BZ_P3,control
16818,damaged_CM,RZ_BZ_P3,control
16819,Venous_Endo,RZ_BZ_P3,control
16820,Neuronal,RZ_BZ_P3,control
16821,NK_T,RZ_BZ_P3,control
16822,Myofib,RZ_BZ_P3,control
16823,Myofib,RZ_BZ_P3,control
16824,healthy_CM,RZ_BZ_P3,control
16825,Venous_Endo,RZ_BZ_P3,control
16826,intermediate_CM,RZ_BZ_P3,control
16827,healthy_CM,RZ_BZ_P3,control
16828,Myofib,RZ_BZ_P3,control
16829,Fib_0,RZ_BZ_P3,control
16830,Myofib,RZ_BZ_P3,control
16831,vCM_3,RZ_BZ_P3,control
16832,Capillary_Endo,RZ_BZ_P3,control
16833,intermediate_CM,RZ_BZ_P3,control
16834,Pericyte_1,RZ_BZ_P3,control
16835,damaged_CM,RZ_BZ_P3,control
16836,Neuronal,RZ_BZ_P3,control
16837,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16838,vCM_3,RZ_BZ_P3,control
16839,damaged_CM,RZ_BZ_P3,control
16840,damaged_CM,RZ_BZ_P3,control
16841,healthy_CM,RZ_BZ_P3,control
16842,damaged_CM,RZ_BZ_P3,control
16843,damaged_CM,RZ_BZ_P3,control
16844,damaged_CM,RZ_BZ_P3,control
16845,intermediate_CM,RZ_BZ_P3,control
16846,Pericyte_1,RZ_BZ_P3,control
16847,Lymphatic_Endo,RZ_BZ_P3,control
16848,Capillary_Endo,RZ_BZ_P3,control
16849,healthy_CM,RZ_BZ_P3,control
16850,vCM_3,RZ_BZ_P3,control
16851,damaged_CM,RZ_BZ_P3,control
16852,damaged_CM,RZ_BZ_P3,control
16853,healthy_CM,RZ_BZ_P3,control
16854,Myofib,RZ_BZ_P3,control
16855,Myofib,RZ_BZ_P3,control
16856,Myofib,RZ_BZ_P3,control
16857,vCM_4,RZ_BZ_P3,control
16858,damaged_CM,RZ_BZ_P3,control
16859,healthy_CM,RZ_BZ_P3,control
16860,Capillary_Endo,RZ_BZ_P3,control
16861,Fib_0,RZ_BZ_P3,control
16862,Myofib,RZ_BZ_P3,control
16863,damaged_CM,RZ_BZ_P3,control
16864,Fib_0,RZ_BZ_P3,control
16865,Fib_0,RZ_BZ_P3,control
16866,Fib_0,RZ_BZ_P3,control
16867,Fib_0,RZ_BZ_P3,control
16868,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16869,healthy_CM,RZ_BZ_P3,control
16870,Myofib,RZ_BZ_P3,control
16871,Pericyte_1,RZ_BZ_P3,control
16872,Fib_0,RZ_BZ_P3,control
16873,Fib_0,RZ_BZ_P3,control
16874,intermediate_CM,RZ_BZ_P3,control
16875,prolif,RZ_BZ_P3,control
16876,damaged_CM,RZ_BZ_P3,control
16877,damaged_CM,RZ_BZ_P3,control
16878,Monocytes,RZ_BZ_P3,control
16879,Monocytes,RZ_BZ_P3,control
16880,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16881,damaged_CM,RZ_BZ_P3,control
16882,Venous_Endo,RZ_BZ_P3,control
16883,damaged_CM,RZ_BZ_P3,control
16884,Fib_0,RZ_BZ_P3,control
16885,Fib_3,RZ_BZ_P3,control
16886,Capillary_Endo,RZ_BZ_P3,control
16887,Myofib,RZ_BZ_P3,control
16888,intermediate_CM,RZ_BZ_P3,control
16889,Pericyte_2,RZ_BZ_P3,control
16890,damaged_CM,RZ_BZ_P3,control
16891,Myofib,RZ_BZ_P3,control
16892,vCM_3,RZ_BZ_P3,control
16893,healthy_CM,RZ_BZ_P3,control
16894,damaged_CM,RZ_BZ_P3,control
16895,Myofib,RZ_BZ_P3,control
16896,Monocytes,RZ_BZ_P3,control
16897,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16898,damaged_CM,RZ_BZ_P3,control
16899,Myofib,RZ_BZ_P3,control
16900,damaged_CM,RZ_BZ_P3,control
16901,vCM_3,RZ_BZ_P3,control
16902,damaged_CM,RZ_BZ_P3,control
16903,Myofib,RZ_BZ_P3,control
16904,Venous_Endo,RZ_BZ_P3,control
16905,Myofib,RZ_BZ_P3,control
16906,Myofib,RZ_BZ_P3,control
16907,Myofib,RZ_BZ_P3,control
16908,Myofib,RZ_BZ_P3,control
16909,healthy_CM,RZ_BZ_P3,control
16910,Myofib,RZ_BZ_P3,control
16911,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16912,Fib_0,RZ_BZ_P3,control
16913,healthy_CM,RZ_BZ_P3,control
16914,Arterial_Endo,RZ_BZ_P3,control
16915,Fib_0,RZ_BZ_P3,control
16916,Fib_SCARA5,RZ_BZ_P3,control
16917,healthy_CM,RZ_BZ_P3,control
16918,healthy_CM,RZ_BZ_P3,control
16919,vSMCs_1,RZ_BZ_P3,control
16920,damaged_CM,RZ_BZ_P3,control
16921,CD4,RZ_BZ_P3,control
16922,healthy_CM,RZ_BZ_P3,control
16923,Fib_SCARA5,RZ_BZ_P3,control
16924,healthy_CM,RZ_BZ_P3,control
16925,healthy_CM,RZ_BZ_P3,control
16926,Myofib,RZ_BZ_P3,control
16927,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
16928,Fib_3,RZ_BZ_P3,control
16929,vCM_3,RZ_BZ_P3,control
16930,damaged_CM,RZ_BZ_P3,control
16931,damaged_CM,RZ_BZ_P3,control
16932,Myofib,RZ_BZ_P3,control
16933,healthy_CM,RZ_BZ_P3,control
16934,Myofib,RZ_BZ_P3,control
16935,damaged_CM,RZ_BZ_P3,control
16936,damaged_CM,RZ_BZ_P3,control
16937,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16938,Myofib,RZ_BZ_P3,control
16939,Myofib,RZ_BZ_P3,control
16940,healthy_CM,RZ_BZ_P3,control
16941,damaged_CM,RZ_BZ_P3,control
16942,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16943,Capillary_Endo,RZ_BZ_P3,control
16944,SPP1_Macrophages,RZ_BZ_P3,control
16945,damaged_CM,RZ_BZ_P3,control
16946,Lymphatic_Endo,RZ_BZ_P3,control
16947,healthy_CM,RZ_BZ_P3,control
16948,intermediate_CM,RZ_BZ_P3,control
16949,intermediate_CM,RZ_BZ_P3,control
16950,Myofib,RZ_BZ_P3,control
16951,Fib_3,RZ_BZ_P3,control
16952,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
16953,Lymphatic_Endo,RZ_BZ_P3,control
16954,Fib_3,RZ_BZ_P3,control
16955,damaged_CM,RZ_BZ_P3,control
16956,Lymphatic_Endo,RZ_BZ_P3,control
16957,healthy_CM,RZ_BZ_P3,control
16958,Pericyte_1,RZ_BZ_P3,control
16959,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16960,Myofib,RZ_BZ_P3,control
16961,Monocytes,RZ_BZ_P3,control
16962,intermediate_CM,RZ_BZ_P3,control
16963,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
16964,CCL18_Macrophages,RZ_BZ_P3,control
16965,damaged_CM,RZ_BZ_P3,control
16966,damaged_CM,RZ_BZ_P3,control
16967,damaged_CM,RZ_BZ_P3,control
16968,Monocytes,RZ_BZ_P3,control
16969,Pericyte_1,RZ_BZ_P3,control
16970,Myofib,RZ_BZ_P3,control
16971,Myofib,RZ_BZ_P3,control
16972,damaged_CM,RZ_BZ_P3,control
16973,damaged_CM,RZ_BZ_P3,control
16974,Fib_0,RZ_BZ_P3,control
16975,healthy_CM,RZ_BZ_P3,control
16976,Capillary_Endo,RZ_BZ_P3,control
16977,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16978,Myofib,RZ_BZ_P3,control
16979,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
16980,Capillary_Endo,RZ_BZ_P3,control
16981,healthy_CM,RZ_BZ_P3,control
16982,Fib_0,RZ_BZ_P3,control
16983,Myofib,RZ_BZ_P3,control
16984,Fib_0,RZ_BZ_P3,control
16985,perivascular_fibroblasts,RZ_BZ_P3,control
16986,damaged_CM,RZ_BZ_P3,control
16987,CD4,RZ_BZ_P3,control
16988,healthy_CM,RZ_BZ_P3,control
16989,healthy_CM,RZ_BZ_P3,control
16990,damaged_CM,RZ_BZ_P3,control
16991,damaged_CM,RZ_BZ_P3,control
16992,intermediate_CM,RZ_BZ_P3,control
16993,intermediate_CM,RZ_BZ_P3,control
16994,Fib_0,RZ_BZ_P3,control
16995,Lymphatic_Endo,RZ_BZ_P3,control
16996,Monocytes,RZ_BZ_P3,control
16997,intermediate_CM,RZ_BZ_P3,control
16998,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
16999,Arterial_Endo,RZ_BZ_P3,control
17000,Fib_SCARA5,RZ_BZ_P3,control
17001,damaged_CM,RZ_BZ_P3,control
17002,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17003,Venous_Endo,RZ_BZ_P3,control
17004,Myofib,RZ_BZ_P3,control
17005,healthy_CM,RZ_BZ_P3,control
17006,Fib_0,RZ_BZ_P3,control
17007,damaged_CM,RZ_BZ_P3,control
17008,Pericyte_1,RZ_BZ_P3,control
17009,vCM_4,RZ_BZ_P3,control
17010,Pericyte_1,RZ_BZ_P3,control
17011,Myofib,RZ_BZ_P3,control
17012,Fib_SCARA5,RZ_BZ_P3,control
17013,intermediate_CM,RZ_BZ_P3,control
17014,Myofib,RZ_BZ_P3,control
17015,damaged_CM,RZ_BZ_P3,control
17016,Capillary_Endo,RZ_BZ_P3,control
17017,intermediate_CM,RZ_BZ_P3,control
17018,healthy_CM,RZ_BZ_P3,control
17019,damaged_CM,RZ_BZ_P3,control
17020,Fib_3,RZ_BZ_P3,control
17021,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
17022,damaged_CM,RZ_BZ_P3,control
17023,intermediate_CM,RZ_BZ_P3,control
17024,Myofib,RZ_BZ_P3,control
17025,Myofib,RZ_BZ_P3,control
17026,Myofib,RZ_BZ_P3,control
17027,Myofib,RZ_BZ_P3,control
17028,Myofib,RZ_BZ_P3,control
17029,Fib_0,RZ_BZ_P3,control
17030,healthy_CM,RZ_BZ_P3,control
17031,Pericyte_1,RZ_BZ_P3,control
17032,Myofib,RZ_BZ_P3,control
17033,intermediate_CM,RZ_BZ_P3,control
17034,healthy_CM,RZ_BZ_P3,control
17035,healthy_CM,RZ_BZ_P3,control
17036,vCM_4,RZ_BZ_P3,control
17037,Myofib,RZ_BZ_P3,control
17038,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17039,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
17040,Mast,RZ_BZ_P3,control
17041,prolif,RZ_BZ_P3,control
17042,healthy_CM,RZ_BZ_P3,control
17043,damaged_CM,RZ_BZ_P3,control
17044,vCM_3,RZ_BZ_P3,control
17045,healthy_CM,RZ_BZ_P3,control
17046,Myofib,RZ_BZ_P3,control
17047,vCM_3,RZ_BZ_P3,control
17048,damaged_CM,RZ_BZ_P3,control
17049,Monocytes,RZ_BZ_P3,control
17050,intermediate_CM,RZ_BZ_P3,control
17051,Fib_0,RZ_BZ_P3,control
17052,damaged_CM,RZ_BZ_P3,control
17053,Neuronal,RZ_BZ_P3,control
17054,damaged_CM,RZ_BZ_P3,control
17055,Myofib,RZ_BZ_P3,control
17056,damaged_CM,RZ_BZ_P3,control
17057,vCM_3,RZ_BZ_P3,control
17058,intermediate_CM,RZ_BZ_P3,control
17059,damaged_CM,RZ_BZ_P3,control
17060,healthy_CM,RZ_BZ_P3,control
17061,intermediate_CM,RZ_BZ_P3,control
17062,damaged_CM,RZ_BZ_P3,control
17063,healthy_CM,RZ_BZ_P3,control
17064,Fib_0,RZ_BZ_P3,control
17065,healthy_CM,RZ_BZ_P3,control
17066,Capillary_Endo,RZ_BZ_P3,control
17067,vCM_3,RZ_BZ_P3,control
17068,intermediate_CM,RZ_BZ_P3,control
17069,Fib_0,RZ_BZ_P3,control
17070,healthy_CM,RZ_BZ_P3,control
17071,damaged_CM,RZ_BZ_P3,control
17072,Myofib,RZ_BZ_P3,control
17073,healthy_CM,RZ_BZ_P3,control
17074,Pericyte_1,RZ_BZ_P3,control
17075,Capillary_Endo,RZ_BZ_P3,control
17076,intermediate_CM,RZ_BZ_P3,control
17077,Fib_0,RZ_BZ_P3,control
17078,prolif,RZ_BZ_P3,control
17079,damaged_CM,RZ_BZ_P3,control
17080,healthy_CM,RZ_BZ_P3,control
17081,SPP1_Macrophages,RZ_BZ_P3,control
17082,healthy_CM,RZ_BZ_P3,control
17083,intermediate_CM,RZ_BZ_P3,control
17084,Myofib,RZ_BZ_P3,control
17085,Capillary_Endo,RZ_BZ_P3,control
17086,Fib_SCARA5,RZ_BZ_P3,control
17087,Arterial_Endo,RZ_BZ_P3,control
17088,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17089,Myofib,RZ_BZ_P3,control
17090,damaged_CM,RZ_BZ_P3,control
17091,LYVE_PLTP_Macrophages,RZ_BZ_P3,control
17092,damaged_CM,RZ_BZ_P3,control
17093,healthy_CM,RZ_BZ_P3,control
17094,Neuronal,RZ_BZ_P3,control
17095,Myofib,RZ_BZ_P3,control
17096,damaged_CM,RZ_BZ_P3,control
17097,Monocytes,RZ_BZ_P3,control
17098,damaged_CM,RZ_BZ_P3,control
17099,damaged_CM,RZ_BZ_P3,control
17100,Fib_0,RZ_BZ_P3,control
17101,intermediate_CM,RZ_BZ_P3,control
17102,vCM_3,RZ_BZ_P3,control
17103,vCM_4,RZ_BZ_P3,control
17104,damaged_CM,RZ_BZ_P3,control
17105,healthy_CM,RZ_BZ_P3,control
17106,Fib_SCARA5,RZ_BZ_P3,control
17107,damaged_CM,RZ_BZ_P3,control
17108,vCM_4,RZ_BZ_P3,control
17109,Arterial_Endo,RZ_BZ_P3,control
17110,damaged_CM,RZ_BZ_P3,control
17111,damaged_CM,RZ_BZ_P3,control
17112,Myofib,RZ_BZ_P3,control
17113,healthy_CM,RZ_BZ_P3,control
17114,NK,RZ_BZ_P3,control
17115,Myofib,RZ_BZ_P3,control
17116,Endocardial_Endo,RZ_BZ_P3,control
17117,Myofib,RZ_BZ_P3,control
17118,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17119,Fib_0,RZ_BZ_P3,control
17120,Pericyte_1,RZ_BZ_P3,control
17121,Fib_0,RZ_BZ_P3,control
17122,Pericyte_1,RZ_BZ_P3,control
17123,intermediate_CM,RZ_BZ_P3,control
17124,damaged_CM,RZ_BZ_P3,control
17125,vCM_4,RZ_BZ_P3,control
17126,perivascular_fibroblasts,RZ_BZ_P3,control
17127,Myofib,RZ_BZ_P3,control
17128,healthy_CM,RZ_BZ_P3,control
17129,Myofib,RZ_BZ_P3,control
17130,Pericyte_1,RZ_BZ_P3,control
17131,intermediate_CM,RZ_BZ_P3,control
17132,damaged_CM,RZ_BZ_P3,control
17133,Myofib,RZ_BZ_P3,control
17134,damaged_CM,RZ_BZ_P3,control
17135,Fib_0,RZ_BZ_P3,control
17136,Fib_0,RZ_BZ_P3,control
17137,Capillary_Endo,RZ_BZ_P3,control
17138,Myofib,RZ_BZ_P3,control
17139,Fib_0,RZ_BZ_P3,control
17140,CD4,RZ_BZ_P3,control
17141,Myofib,RZ_BZ_P3,control
17142,healthy_CM,RZ_BZ_P3,control
17143,Myofib,RZ_BZ_P3,control
17144,intermediate_CM,RZ_BZ_P3,control
17145,healthy_CM,RZ_BZ_P3,control
17146,Monocytes,RZ_BZ_P3,control
17147,Fib_0,RZ_BZ_P3,control
17148,Myofib,RZ_BZ_P3,control
17149,damaged_CM,RZ_BZ_P3,control
17150,Myofib,RZ_BZ_P3,control
17151,damaged_CM,RZ_BZ_P3,control
17152,Fib_0,RZ_BZ_P3,control
17153,Myofib,RZ_BZ_P3,control
17154,intermediate_CM,RZ_BZ_P3,control
17155,Myofib,RZ_BZ_P3,control
17156,Myofib,RZ_BZ_P3,control
17157,Myofib,RZ_BZ_P3,control
17158,Arterial_Endo,RZ_BZ_P3,control
17159,damaged_CM,RZ_BZ_P3,control
17160,damaged_CM,RZ_BZ_P3,control
17161,Neuronal,RZ_BZ_P3,control
17162,Myofib,RZ_BZ_P3,control
17163,Myofib,RZ_BZ_P3,control
17164,Fib_SCARA5,RZ_BZ_P3,control
17165,damaged_CM,RZ_BZ_P3,control
17166,Fib_SCARA5,RZ_BZ_P3,control
17167,Myofib,RZ_BZ_P3,control
17168,healthy_CM,RZ_BZ_P3,control
17169,Capillary_Endo,RZ_BZ_P3,control
17170,healthy_CM,RZ_BZ_P3,control
17171,Capillary_Endo,RZ_BZ_P3,control
17172,Monocytes,RZ_BZ_P3,control
17173,SPP1_Macrophages,RZ_BZ_P3,control
17174,Myofib,RZ_BZ_P3,control
17175,Fib_0,RZ_BZ_P3,control
17176,Myofib,RZ_BZ_P3,control
17177,healthy_CM,RZ_BZ_P3,control
17178,intermediate_CM,RZ_BZ_P3,control
17179,Myofib,RZ_BZ_P3,control
17180,damaged_CM,RZ_BZ_P3,control
17181,intermediate_CM,RZ_BZ_P3,control
17182,damaged_CM,RZ_BZ_P3,control
17183,damaged_CM,RZ_BZ_P3,control
17184,healthy_CM,RZ_BZ_P3,control
17185,SPP1_Macrophages,RZ_BZ_P3,control
17186,CD8,RZ_BZ_P3,control
17187,damaged_CM,RZ_BZ_P3,control
17188,Myofib,RZ_BZ_P3,control
17189,intermediate_CM,RZ_BZ_P3,control
17190,Myofib,RZ_BZ_P3,control
17191,healthy_CM,RZ_BZ_P3,control
17192,Myofib,RZ_BZ_P3,control
17193,damaged_CM,RZ_BZ_P3,control
17194,Fib_SCARA5,RZ_BZ_P3,control
17195,Capillary_Endo,RZ_BZ_P3,control
17196,intermediate_CM,RZ_BZ_P3,control
17197,Myofib,RZ_BZ_P3,control
17198,Myofib,RZ_BZ_P3,control
17199,Myofib,RZ_BZ_P3,control
17200,damaged_CM,RZ_BZ_P3,control
17201,Myofib,RZ_BZ_P3,control
17202,Venous_Endo,RZ_BZ_P3,control
17203,damaged_CM,RZ_BZ_P3,control
17204,Lymphatic_Endo,RZ_BZ_P3,control
17205,damaged_CM,RZ_BZ_P3,control
17206,damaged_CM,RZ_BZ_P3,control
17207,healthy_CM,RZ_BZ_P3,control
17208,intermediate_CM,RZ_BZ_P3,control
17209,Venous_Endo,RZ_BZ_P3,control
17210,Endocardial_Endo,RZ_BZ_P3,control
17211,Myofib,RZ_BZ_P3,control
17212,damaged_CM,RZ_BZ_P3,control
17213,Myofib,RZ_BZ_P3,control
17214,Pericyte_1,RZ_BZ_P3,control
17215,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17216,damaged_CM,RZ_BZ_P3,control
17217,healthy_CM,RZ_BZ_P3,control
17218,Monocytes,RZ_BZ_P3,control
17219,Myofib,RZ_BZ_P3,control
17220,healthy_CM,RZ_BZ_P3,control
17221,damaged_CM,RZ_BZ_P3,control
17222,healthy_CM,RZ_BZ_P3,control
17223,Fib_SCARA5,RZ_BZ_P3,control
17224,damaged_CM,RZ_BZ_P3,control
17225,Pericyte_1,RZ_BZ_P3,control
17226,Mast,RZ_BZ_P3,control
17227,Capillary_Endo,RZ_BZ_P3,control
17228,Adipo,RZ_BZ_P3,control
17229,Myofib,RZ_BZ_P3,control
17230,Fib_3,RZ_BZ_P3,control
17231,Myofib,RZ_BZ_P3,control
17232,Pericyte_1,RZ_BZ_P3,control
17233,Myofib,RZ_BZ_P3,control
17234,Myofib,RZ_BZ_P3,control
17235,damaged_CM,RZ_BZ_P3,control
17236,intermediate_CM,RZ_BZ_P3,control
17237,Myofib,RZ_BZ_P3,control
17238,Myofib,RZ_BZ_P3,control
17239,Myofib,RZ_BZ_P3,control
17240,Myofib,RZ_BZ_P3,control
17241,healthy_CM,RZ_BZ_P3,control
17242,Myofib,RZ_BZ_P3,control
17243,Capillary_Endo,RZ_BZ_P3,control
17244,Fib_3,RZ_BZ_P3,control
17245,Myofib,RZ_BZ_P3,control
17246,Myofib,RZ_BZ_P3,control
17247,vCM_4,RZ_BZ_P3,control
17248,LYVE_FOLR_Macrophages,RZ_BZ_P3,control
17249,Fib_0,RZ_BZ_P3,control
17250,Fib_SCARA5,RZ_BZ_P3,control
17251,Myofib,RZ_BZ_P3,control
17252,intermediate_CM,RZ_BZ_P3,control
17253,healthy_CM,RZ_BZ_P3,control
17254,Monocytes,RZ_BZ_P3,control
17255,Myofib,RZ_BZ_P3,control
17256,Myofib,RZ_BZ_P3,control
