Gene stable ID,HGNC ID,HGNC symbol,Gene name,Chromosome/scaffold name
ENSG00000213747,HGNC:54983,WASHC3P1,WASHC3P1,X
ENSG00000082458,HGNC:2902,DLG3,DLG3,X
ENSG00000287757,,,,X
ENSG00000291285,,,,X
ENSG00000290734,,,,X
ENSG00000290708,HGNC:19655,SSX9P,SSX9P,X
ENSG00000101811,HGNC:2484,CSTF2,CSTF2,X
ENSG00000007952,HGNC:7889,NOX1,NOX1,X
ENSG00000239345,HGNC:39544,HNRNPA1P26,HNRNPA1P26,X
ENSG00000233680,HGNC:39545,HNRNPA1P27,HNRNPA1P27,X
ENSG00000179031,HGNC:54582,NSA2P3,NSA2P3,X
ENSG00000182489,HGNC:29845,XKRX,XKRX,X
ENSG00000182492,HGNC:1044,BGN,BGN,X
ENSG00000215601,HGNC:38725,TSPY24P,TSPY24P,Y
ENSG00000215603,HGNC:39553,ZNF92P1Y,ZNF92P1Y,Y
ENSG00000231436,HGNC:23286,RBMY3AP,RBMY3AP,Y
ENSG00000225878,HGNC:23967,SERBP1P2,SERBP1P2,Y
ENSG00000236435,HGNC:23904,TSPY12P,TSPY12P,Y
ENSG00000278478,,,,Y
ENSG00000258991,HGNC:37718,DUX4L19,DUX4L19,Y
ENSG00000237048,HGNC:18493,TTTY12,TTTY12,Y
ENSG00000147761,HGNC:37463,TTTY7B,TTTY7B,Y
ENSG00000224518,,,,Y
ENSG00000231988,HGNC:23875,OFD1P3Y,OFD1P3Y,Y
ENSG00000238073,HGNC:23893,RBMY2HP,RBMY2HP,Y
ENSG00000275866,,,,Y
ENSG00000131538,HGNC:16483,TTTY6,TTTY6,Y
ENSG00000271595,HGNC:49176,ELOCP35,ELOCP35,Y
ENSG00000183704,HGNC:37492,SLC9B1P1,SLC9B1P1,Y
ENSG00000232927,HGNC:23195,USP12PY,USP12PY,Y
ENSG00000239225,HGNC:18847,TTTY23,TTTY23,Y
ENSG00000277438,HGNC:23976,KDM5DP1,KDM5DP1,Y
ENSG00000147753,HGNC:18488,TTTY7,TTTY7,Y
ENSG00000286217,HGNC:38724,LINC00279,LINC00279,Y
ENSG00000259154,HGNC:37717,DUX4L17,DUX4L17,Y
ENSG00000169789,HGNC:14024,PRY,PRY,Y
ENSG00000231874,HGNC:37725,TSPY18P,TSPY18P,Y
ENSG00000273589,,,,Y
ENSG00000226061,HGNC:38804,PCMTD1P1,PCMTD1P1,Y
ENSG00000273863,,,,Y
ENSG00000228571,HGNC:38791,HSFY7P,HSFY7P,Y
ENSG00000271375,,,,Y
ENSG00000224634,HGNC:38440,ZNF736P6Y,ZNF736P6Y,Y
ENSG00000285470,HGNC:23963,TUSC2P1,TUSC2P1,Y
ENSG00000226092,HGNC:9917,RBMY2AP,RBMY2AP,Y
ENSG00000212856,HGNC:37982,TTTY2B,TTTY2B,Y
ENSG00000228890,HGNC:18845,TTTY21,TTTY21,Y
ENSG00000234620,HGNC:20200,PUDPP1,PUDPP1,Y
ENSG00000236690,,,,Y
ENSG00000273693,HGNC:38413,CDRT15P10,CDRT15P10,Y
ENSG00000114374,HGNC:12633,USP9Y,USP9Y,Y
ENSG00000232235,HGNC:23849,CDY3P,CDY3P,Y
ENSG00000169807,HGNC:21504,PRY2,PRY2,Y
ENSG00000234110,HGNC:38726,TSPY25P,TSPY25P,Y
ENSG00000223422,,,,Y
ENSG00000231159,HGNC:23880,OFD1P8Y,OFD1P8Y,Y
ENSG00000225653,HGNC:38398,RNF19BPY,RNF19BPY,Y
ENSG00000251618,,,,Y
ENSG00000229159,HGNC:38594,TSPY23P,TSPY23P,Y
ENSG00000228578,HGNC:23981,TUBB1P2,TUBB1P2,Y
ENSG00000231411,HGNC:51770,DUX4L31,DUX4L31,Y
ENSG00000187657,HGNC:23905,TSPY13P,TSPY13P,Y
ENSG00000275280,,,,Y
ENSG00000270242,HGNC:37724,ACTR3BP1,ACTR3BP1,Y
ENSG00000236477,HGNC:10412,RPS24P1,RPS24P1,Y
ENSG00000129816,HGNC:37981,TTTY1B,TTTY1B,Y
ENSG00000237997,HGNC:38419,RCC2P2,RCC2P2,Y
ENSG00000244246,HGNC:38406,ZNF736P8Y,ZNF736P8Y,Y
ENSG00000234950,HGNC:23894,RBMY2OP,RBMY2OP,Y
ENSG00000198692,HGNC:3252,EIF1AY,EIF1AY,Y
ENSG00000234583,HGNC:37998,TSPY19P,TSPY19P,Y
ENSG00000183753,HGNC:13508,BPY2,BPY2,Y
ENSG00000225433,HGNC:42061,MTND1P12,MTND1P12,Y
ENSG00000227166,HGNC:11426,STSP1,STSP1,Y
ENSG00000228379,,,,Y
ENSG00000235857,HGNC:23940,CTBP2P1,CTBP2P1,Y
ENSG00000223955,HGNC:38730,MTND6P1,MTND6P1,Y
ENSG00000237195,HGNC:23945,DLGAP5P1,DLGAP5P1,Y
ENSG00000237447,HGNC:38092,CDC27P2,CDC27P2,Y
ENSG00000185700,HGNC:37622,TTTY8B,TTTY8B,Y
ENSG00000270455,HGNC:37985,PABPC1P5,PABPC1P5,Y
ENSG00000229940,HGNC:38522,TSPY22P,TSPY22P,Y
ENSG00000234385,HGNC:37710,RCC2P1,RCC2P1,Y
ENSG00000226863,HGNC:631,SHROOM2P1,SHROOM2P1,Y
ENSG00000212855,HGNC:14023,TTTY2,TTTY2,Y
ENSG00000237968,,,,Y
ENSG00000224408,HGNC:38758,USP9YP22,USP9YP22,Y
ENSG00000233699,HGNC:18842,TTTY18,TTTY18,Y
ENSG00000286009,,,,Y
ENSG00000271365,,,,Y
ENSG00000259029,HGNC:37716,DUX4L18,DUX4L18,Y
ENSG00000226223,HGNC:37712,TSPY16P,TSPY16P,Y
ENSG00000235895,,,,Y
ENSG00000286201,,,,Y
ENSG00000223744,HGNC:23892,RBMY2GP,RBMY2GP,Y
ENSG00000215537,HGNC:38426,ZNF736P11Y,ZNF736P11Y,Y
ENSG00000230476,HGNC:23881,OFD1P9Y,OFD1P9Y,Y
ENSG00000225840,,,,Y
ENSG00000229745,HGNC:38794,BPY2DP,BPY2DP,Y
ENSG00000227204,HGNC:23918,RBMY2JP,RBMY2JP,Y
ENSG00000275828,HGNC:37999,CHEK2P1,CHEK2P1,Y
ENSG00000232617,,,,Y
ENSG00000225615,HGNC:23898,RBMY2UP,RBMY2UP,Y
ENSG00000230663,HGNC:37737,FAM224B,FAM224B,Y
ENSG00000232522,HGNC:38420,ZNF886P,ZNF886P,Y
ENSG00000234131,HGNC:38144,ELOCP8,ELOCP8,Y
ENSG00000277519,HGNC:18213,OFD1P16Y,OFD1P16Y,Y
ENSG00000259247,HGNC:38524,TTTY25P,TTTY25P,Y
ENSG00000224336,HGNC:37464,FAM197Y1,FAM197Y1,Y
ENSG00000273731,,,,Y
ENSG00000236951,,,,Y
ENSG00000215583,HGNC:769,ASS1P6,ASS1P6,Y
ENSG00000274162,HGNC:38442,SNX18P1Y,SNX18P1Y,Y
ENSG00000229208,HGNC:23919,RBMY2NP,RBMY2NP,Y
ENSG00000129845,HGNC:14022,TTTY1,TTTY1,Y
ENSG00000227444,,,,Y
ENSG00000238154,HGNC:37740,USP9YP4,USP9YP4,Y
ENSG00000233774,HGNC:2371,MED14P1,MED14P1,Y
ENSG00000232475,HGNC:38789,HSFY5P,HSFY5P,Y
ENSG00000228764,HGNC:38456,ZNF885P,ZNF885P,Y
ENSG00000232226,HGNC:722,ARSFP1,ARSFP1,Y
ENSG00000224567,,,,Y
ENSG00000241200,HGNC:38404,ZNF736P7Y,ZNF736P7Y,Y
ENSG00000228518,HGNC:37722,SURF6P1,SURF6P1,Y
ENSG00000227447,HGNC:12807,XGY1,XGY1,Y
ENSG00000274231,,,,Y
ENSG00000286050,,,,Y
ENSG00000274502,HGNC:37714,ANKRD20A6P,ANKRD20A6P,Y
ENSG00000235094,,,,Y
ENSG00000278854,,,,Y
ENSG00000183385,HGNC:18489,TTTY8,TTTY8,Y
ENSG00000225809,HGNC:23888,RBMY2KP,RBMY2KP,Y
ENSG00000237902,HGNC:38101,TSPY21P,TSPY21P,Y
ENSG00000232419,HGNC:18843,TTTY19,TTTY19,Y
ENSG00000232620,HGNC:37713,TSPY17P,TSPY17P,Y
ENSG00000226906,HGNC:16481,TTTY4,TTTY4,Y
ENSG00000230025,,,,Y
ENSG00000236786,HGNC:37474,TSPY15P,TSPY15P,Y
ENSG00000232924,HGNC:38141,ELOCP4,ELOCP4,Y
ENSG00000224075,HGNC:18846,TTTY22,TTTY22,Y
ENSG00000238235,HGNC:23903,TSPY11P,TSPY11P,Y
ENSG00000274445,,,,Y
ENSG00000235649,HGNC:23932,MXRA5Y,MXRA5Y,Y
ENSG00000258567,HGNC:37719,DUX4L16,DUX4L16,Y
ENSG00000236424,HGNC:37473,TSPY10,TSPY10,Y
ENSG00000234179,HGNC:38729,MTCYBP1,MTCYBP1,Y
ENSG00000271309,,,,Y
ENSG00000229553,HGNC:38753,USP9YP17,USP9YP17,Y
ENSG00000228240,HGNC:18841,TTTY17A,TTTY17A,Y
ENSG00000234652,HGNC:37709,AGPAT5P1,AGPAT5P1,Y
ENSG00000218410,,,,Y
ENSG00000243643,HGNC:38093,TSPY20P,TSPY20P,Y
ENSG00000224989,HGNC:23955,FAM41AY1,FAM41AY1,Y
ENSG00000131548,HGNC:31887,TTTY6B,TTTY6B,Y
ENSG00000232029,HGNC:38151,ELOCP15,ELOCP15,Y
ENSG00000273858,,,,Y
ENSG00000227830,HGNC:38409,TRIM60P3Y,TRIM60P3Y,Y
ENSG00000226529,HGNC:38728,MTND1P1,MTND1P1,Y
ENSG00000229643,HGNC:38803,LINC00280,LINC00280,Y
ENSG00000274837,,,,Y
ENSG00000216777,HGNC:23949,PRRC2CP1,PRRC2CP1,Y
ENSG00000216824,HGNC:38410,ZNF736P10Y,ZNF736P10Y,Y
ENSG00000275352,,,,Y
ENSG00000276829,,,,Y
ENSG00000258992,HGNC:12381,TSPY1,TSPY1,Y
ENSG00000228850,HGNC:23856,CDY12P,CDY12P,Y
ENSG00000283076,,,,Y
ENSG00000234850,HGNC:38727,MTND2P3,MTND2P3,Y
ENSG00000224873,HGNC:23857,CDY13P,CDY13P,Y
ENSG00000229234,HGNC:38750,RBMY1KP,RBMY1KP,Y
ENSG00000270570,,,,Y
ENSG00000237563,HGNC:37980,TTTY21B,TTTY21B,Y
ENSG00000223517,,,,Y
ENSG00000228207,,,,Y
ENSG00000224917,,,,Y
ENSG00000286187,,,,Y
ENSG00000225117,HGNC:718,ARSDP1,ARSDP1,Y
ENSG00000215560,HGNC:16482,TTTY5,TTTY5,Y
ENSG00000228411,HGNC:23872,CDY4P,CDY4P,Y
ENSG00000235059,,,,Y
ENSG00000244395,HGNC:23915,RBMY1D,RBMY1D,Y
ENSG00000230727,HGNC:23900,RBMY2WP,RBMY2WP,Y
ENSG00000230814,HGNC:38760,USP9YP24,USP9YP24,Y
ENSG00000229725,,,,Y
ENSG00000229236,HGNC:18491,TTTY10,TTTY10,Y
ENSG00000229518,HGNC:23983,UBE2V1P3,UBE2V1P3,Y
ENSG00000232730,HGNC:16375,FAM8A4P,FAM8A4P,Y
ENSG00000229308,,,,Y
ENSG00000244000,,,,Y
ENSG00000232764,HGNC:38458,TRIM60P8Y,TRIM60P8Y,Y
ENSG00000236131,HGNC:38733,MED13P1,MED13P1,Y
ENSG00000270073,HGNC:34039,TSPY6P,TSPY6P,Y
ENSG00000227949,HGNC:23941,CYCSP46,CYCSP46,Y
ENSG00000252900,HGNC:47266,RNU6-303P,RNU6-303P,Y
ENSG00000251766,HGNC:43418,RNA5SP518,RNA5SP518,Y
ENSG00000252689,,,,Y
ENSG00000243980,HGNC:46718,RN7SL702P,RN7SL702P,Y
ENSG00000252315,HGNC:43420,RNA5SP520,RNA5SP520,Y
ENSG00000252012,HGNC:43421,RNA5SP521,RNA5SP521,Y
ENSG00000273966,,,,Y
ENSG00000252173,HGNC:47072,RNU6-109P,RNU6-109P,Y
ENSG00000251705,HGNC:41960,RNA5-8SP6,RNA5-8SP6,Y
ENSG00000252289,HGNC:43419,RNA5SP519,RNA5SP519,Y
ENSG00000252323,HGNC:47147,RNU6-184P,RNU6-184P,Y
ENSG00000169953,HGNC:23950,HSFY2,HSFY2,Y
ENSG00000236429,HGNC:38781,GPM6BP2,GPM6BP2,Y
ENSG00000249501,HGNC:31742,USP9YP2,USP9YP2,Y
ENSG00000228193,HGNC:38150,ELOCP14,ELOCP14,Y
ENSG00000248573,HGNC:38786,PRYP6,PRYP6,Y
ENSG00000230904,HGNC:23909,XKRYP2,XKRYP2,Y
ENSG00000238135,HGNC:38454,USP9YP10,USP9YP10,Y
ENSG00000224151,HGNC:38764,USP9YP28,USP9YP28,Y
ENSG00000251970,HGNC:48383,RNU1-41P,RNU1-41P,Y
ENSG00000238088,HGNC:23879,OFD1P7Y,OFD1P7Y,Y
ENSG00000217179,HGNC:38807,MTCYBP2,MTCYBP2,Y
ENSG00000217896,HGNC:38455,ZNF839P1,ZNF839P1,Y
ENSG00000185275,HGNC:1649,CD24P4,CD24P4,Y
ENSG00000252766,HGNC:47218,RNU6-255P,RNU6-255P,Y
ENSG00000274282,,,,Y
ENSG00000234529,HGNC:23947,GAPDHP19,GAPDHP19,Y
ENSG00000238191,HGNC:38416,CLUHP1,CLUHP1,Y
ENSG00000226353,HGNC:31743,TAF9P1,TAF9P1,Y
ENSG00000275578,,,,Y
ENSG00000226449,HGNC:23850,CDY5P,CDY5P,Y
ENSG00000225896,HGNC:54973,ELOCP36,ELOCP36,Y
ENSG00000224166,HGNC:34018,PRYP1,PRYP1,Y
ENSG00000229129,HGNC:147,ACTG1P2,ACTG1P2,Y
ENSG00000223555,HGNC:38759,USP9YP23,USP9YP23,Y
ENSG00000235521,HGNC:38763,USP9YP27,USP9YP27,Y
ENSG00000252513,HGNC:48470,RNU1-128P,RNU1-128P,Y
ENSG00000224964,HGNC:10712,TRAPPC2P3,TRAPPC2P3,Y
ENSG00000226011,HGNC:23873,OFD1P1Y,OFD1P1Y,Y
ENSG00000225740,HGNC:38142,ELOCP6,ELOCP6,Y
ENSG00000229138,HGNC:23853,CDY6P,CDY6P,Y
ENSG00000224485,HGNC:38079,USP9YP7,USP9YP7,Y
ENSG00000226116,HGNC:38078,USP9YP6,USP9YP6,Y
ENSG00000237558,HGNC:23854,CDY7P,CDY7P,Y
ENSG00000233378,HGNC:38778,USP9YP34,USP9YP34,Y
ENSG00000237616,HGNC:38776,USP9YP32,USP9YP32,Y
ENSG00000224033,HGNC:23855,CDY8P,CDY8P,Y
ENSG00000230412,HGNC:38148,ELOCP12,ELOCP12,Y
ENSG00000225895,HGNC:37731,TRAPPC2P8,TRAPPC2P8,Y
ENSG00000233120,HGNC:38751,USP9YP15,USP9YP15,Y
ENSG00000252166,HGNC:48437,RNU1-95P,RNU1-95P,Y
ENSG00000232744,HGNC:38752,USP9YP16,USP9YP16,Y
ENSG00000229465,HGNC:37651,ACTG1P11,ACTG1P11,Y
ENSG00000231311,HGNC:34019,PRYP2,PRYP2,Y
ENSG00000236599,HGNC:38731,ELOCP26,ELOCP26,Y
ENSG00000232899,HGNC:23851,CDY9P,CDY9P,Y
ENSG00000229302,HGNC:31744,TAF9P2,TAF9P2,Y
ENSG00000228945,HGNC:38453,CLUHP2,CLUHP2,Y
ENSG00000233522,HGNC:37736,FAM224A,FAM224A,Y
ENSG00000278391,,,,Y
ENSG00000251953,HGNC:43422,RNA5SP522,RNA5SP522,Y
ENSG00000252667,HGNC:43423,RNA5SP523,RNA5SP523,Y
ENSG00000249726,HGNC:23982,TUBB1P1,TUBB1P1,Y
ENSG00000226362,HGNC:37135,FAM41AY2,FAM41AY2,Y
ENSG00000225716,HGNC:38149,ELOCP13,ELOCP13,Y
ENSG00000229406,HGNC:23876,OFD1P4Y,OFD1P4Y,Y
ENSG00000227494,HGNC:38748,USP9YP14,USP9YP14,Y
ENSG00000252209,HGNC:48390,RNU1-48P,RNU1-48P,Y
ENSG00000249634,HGNC:38418,USP9YP5,USP9YP5,Y
ENSG00000251510,,,,Y
ENSG00000238067,HGNC:23908,XKRYP1,XKRYP1,Y
ENSG00000233546,HGNC:38785,PRYP5,PRYP5,Y
ENSG00000230377,HGNC:38143,ELOCP7,ELOCP7,Y
ENSG00000250951,HGNC:31741,USP9YP1,USP9YP1,Y
ENSG00000230458,HGNC:38782,GPM6BP1,GPM6BP1,Y
ENSG00000131007,HGNC:32425,TTTY9B,TTTY9B,Y
ENSG00000235479,HGNC:38108,RAB9AP4,RAB9AP4,Y
ENSG00000249606,HGNC:10716,TRAPPC2P7,TRAPPC2P7,Y
ENSG00000176728,HGNC:18495,TTTY14,TTTY14,Y
ENSG00000267793,,,,Y
ENSG00000260197,,,,Y
ENSG00000288049,,,,Y
ENSG00000012817,HGNC:11115,KDM5D,KDM5D,Y
ENSG00000172468,HGNC:18568,HSFY1,HSFY1,Y
ENSG00000176679,HGNC:18569,TGIF2LY,TGIF2LY,Y
ENSG00000169800,HGNC:23974,RBMY1F,RBMY1F,Y
ENSG00000182415,HGNC:1810,CDY2A,CDY2A,Y
ENSG00000233126,HGNC:37728,ZNF736P3Y,ZNF736P3Y,Y
ENSG00000227251,HGNC:38459,TRIM60P9Y,TRIM60P9Y,Y
ENSG00000099725,HGNC:9444,PRKY,PRKY,Y
ENSG00000252633,HGNC:46006,RN7SKP282,RN7SKP282,Y
ENSG00000251996,,,Y_RNA,Y
ENSG00000252155,HGNC:47904,RNU6-941P,RNU6-941P,Y
ENSG00000252472,HGNC:47484,RNU6-521P,RNU6-521P,Y
ENSG00000224953,HGNC:38735,SRIP3,SRIP3,Y
ENSG00000274365,,,,Y
ENSG00000233634,HGNC:38439,GOT2P5,GOT2P5,Y
ENSG00000237701,HGNC:23933,ATP5PFP1,ATP5PFP1,Y
ENSG00000273906,,,,Y
ENSG00000232976,HGNC:38462,TRIM60P10Y,TRIM60P10Y,Y
ENSG00000226270,HGNC:37727,ZNF736P2Y,ZNF736P2Y,Y
ENSG00000227837,HGNC:38463,TRIM60P11Y,TRIM60P11Y,Y
ENSG00000278602,,,,Y
ENSG00000223978,HGNC:37726,ZNF736P1Y,ZNF736P1Y,Y
ENSG00000278197,,,,Y
ENSG00000230819,HGNC:38597,ZNF736P5Y,ZNF736P5Y,Y
ENSG00000185894,HGNC:18225,BPY2C,BPY2C,Y
ENSG00000228296,HGNC:31892,TTTY4C,TTTY4C,Y
ENSG00000205916,HGNC:15966,DAZ4,DAZ4,Y
ENSG00000129873,HGNC:23921,CDY2B,CDY2B,Y
ENSG00000251841,HGNC:48297,RNU6-1334P,RNU6-1334P,Y
ENSG00000184895,HGNC:11311,SRY,SRY,Y
ENSG00000237659,HGNC:24117,RNASEH2CP1,RNASEH2CP1,Y
ENSG00000232195,HGNC:38737,TOMM22P2,TOMM22P2,Y
ENSG00000286130,,,,Y
ENSG00000129824,HGNC:10425,RPS4Y1,RPS4Y1,Y
ENSG00000229163,HGNC:38005,NAP1L1P2,NAP1L1P2,Y
ENSG00000278847,,,,Y
ENSG00000067646,HGNC:12870,ZFY,ZFY,Y
ENSG00000233070,HGNC:38798,ZFY-AS1,ZFY-AS1,Y
ENSG00000223600,HGNC:38799,EEF1A1P41,EEF1A1P41,Y
ENSG00000215414,HGNC:17460,PSMA6P1,PSMA6P1,Y
ENSG00000224035,HGNC:10775,SFPQP1,SFPQP1,Y
ENSG00000223915,HGNC:38448,DPPA2P1,DPPA2P1,Y
ENSG00000067048,HGNC:2699,DDX3Y,DDX3Y,Y
ENSG00000234059,HGNC:1498,CASKP1,CASKP1,Y
ENSG00000183878,HGNC:12638,UTY,UTY,Y
ENSG00000154620,HGNC:11882,TMSB4Y,TMSB4Y,Y
ENSG00000129864,HGNC:12668,VCY,VCY,Y
ENSG00000187191,HGNC:15965,DAZ3,DAZ3,Y
ENSG00000188120,HGNC:2682,DAZ1,DAZ1,Y
ENSG00000205936,HGNC:23970,PPP1R12BP2,PPP1R12BP2,Y
ENSG00000251925,,,SNORA70,Y
ENSG00000286744,,,,Y
ENSG00000225189,HGNC:38795,REREP1Y,REREP1Y,Y
ENSG00000230073,,,,Y
ENSG00000215540,HGNC:23260,RBMY2CP,RBMY2CP,Y
ENSG00000236647,,,,Y
ENSG00000099721,HGNC:462,AMELY,AMELY,Y
ENSG00000092377,HGNC:18502,TBL1Y,TBL1Y,Y
ENSG00000232583,HGNC:18499,GPR143P,GPR143P,Y
ENSG00000205944,HGNC:15964,DAZ2,DAZ2,Y
ENSG00000168757,HGNC:23924,TSPY2,TSPY2,Y
ENSG00000197038,HGNC:18849,RBMY1A3P,RBMY1A3P,Y
ENSG00000275310,,,,Y
ENSG00000232808,HGNC:18844,TTTY20,TTTY20,Y
ENSG00000225560,HGNC:37470,FAM197Y8,FAM197Y8,Y
ENSG00000229549,HGNC:37471,TSPY8,TSPY8,Y
ENSG00000228383,HGNC:37469,FAM197Y7,FAM197Y7,Y
ENSG00000286120,,,,Y
ENSG00000188656,HGNC:34040,TSPY7P,TSPY7P,Y
ENSG00000237802,HGNC:37468,FAM197Y6,FAM197Y6,Y
ENSG00000286173,,,,Y
ENSG00000228927,HGNC:33876,TSPY3,TSPY3,Y
ENSG00000226555,HGNC:37661,AGKP1,AGKP1,Y
ENSG00000228787,HGNC:38793,NLGN4Y-AS1,NLGN4Y-AS1,Y
ENSG00000242389,HGNC:23916,RBMY1E,RBMY1E,Y
ENSG00000165246,HGNC:15529,NLGN4Y,NLGN4Y,Y
ENSG00000231535,HGNC:38712,LINC00278,LINC00278,Y
ENSG00000229343,HGNC:23866,CDY22P,CDY22P,Y
ENSG00000232695,HGNC:38153,ELOCP17,ELOCP17,Y
ENSG00000235511,HGNC:2589,OFD1P18Y,OFD1P18Y,Y
ENSG00000232914,HGNC:10713,TRAPPC2P4,TRAPPC2P4,Y
ENSG00000223655,HGNC:38107,RAB9AP3,RAB9AP3,Y
ENSG00000230854,HGNC:38767,USP9YP20,USP9YP20,Y
ENSG00000252625,HGNC:48382,RNU1-40P,RNU1-40P,Y
ENSG00000227635,HGNC:38757,USP9YP21,USP9YP21,Y
ENSG00000237546,HGNC:23913,XKRYP6,XKRYP6,Y
ENSG00000172283,HGNC:34021,PRYP4,PRYP4,Y
ENSG00000227867,HGNC:38147,ELOCP11,ELOCP11,Y
ENSG00000231716,HGNC:23867,CDY23P,CDY23P,Y
ENSG00000234744,HGNC:38762,USP9YP26,USP9YP26,Y
ENSG00000233156,HGNC:38792,HSFY8P,HSFY8P,Y
ENSG00000234888,HGNC:23887,OFD1P15Y,OFD1P15Y,Y
ENSG00000215507,HGNC:23259,RBMY2DP,RBMY2DP,Y
ENSG00000235014,HGNC:38796,REREP2Y,REREP2Y,Y
ENSG00000289705,,,,Y
ENSG00000225876,,,,Y
ENSG00000251796,,,SNORA70,Y
ENSG00000229238,HGNC:18498,PPP1R12BP1,PPP1R12BP1,Y
ENSG00000252948,HGNC:48277,RNU6-1314P,RNU6-1314P,Y
ENSG00000233843,HGNC:23942,CYCSP48,CYCSP48,Y
ENSG00000188399,HGNC:37759,ANKRD36P1,ANKRD36P1,Y
ENSG00000277146,,,,Y
ENSG00000129862,HGNC:31751,VCY1B,VCY1B,Y
ENSG00000235451,HGNC:38085,PNPLA4P1,PNPLA4P1,Y
ENSG00000289706,,,,Y
ENSG00000226611,HGNC:23874,OFD1P2Y,OFD1P2Y,Y
ENSG00000240438,HGNC:23877,OFD1P5Y,OFD1P5Y,Y
ENSG00000286247,,,,Y
ENSG00000225624,HGNC:23979,TBL1YP1,TBL1YP1,Y
ENSG00000280969,HGNC:18501,RPS4Y2,RPS4Y2,Y
ENSG00000224482,HGNC:37721,HSFY4P,HSFY4P,Y
ENSG00000216844,,,,Y
ENSG00000229551,HGNC:37765,GAPDHP17,GAPDHP17,Y
ENSG00000226504,HGNC:23956,TMEM167AP1,TMEM167AP1,Y
ENSG00000254488,,,,Y
ENSG00000237427,HGNC:38736,TOMM22P1,TOMM22P1,Y
ENSG00000289707,,,,Y
ENSG00000232634,HGNC:37662,NEFLP1,NEFLP1,Y
ENSG00000226918,,,,Y
ENSG00000183146,HGNC:38732,PRORY,PRORY,Y
ENSG00000236615,,,,Y
ENSG00000288057,,,,Y
ENSG00000237269,HGNC:23897,RBMY2TP,RBMY2TP,Y
ENSG00000169849,HGNC:23906,TSPY14P,TSPY14P,Y
ENSG00000169811,HGNC:9916,RBMY1HP,RBMY1HP,Y
ENSG00000242393,,,,Y
ENSG00000228257,,,,Y
ENSG00000184991,HGNC:18494,TTTY13,TTTY13,Y
ENSG00000271123,HGNC:38140,ELOCP5,ELOCP5,Y
ENSG00000226042,HGNC:23848,CDY10P,CDY10P,Y
ENSG00000237023,HGNC:37739,USP9YP3,USP9YP3,Y
ENSG00000229416,HGNC:38424,USP9YP8,USP9YP8,Y
ENSG00000230029,HGNC:23852,CDY11P,CDY11P,Y
ENSG00000224169,HGNC:38790,HSFY6P,HSFY6P,Y
ENSG00000223407,HGNC:38754,USP9YP18,USP9YP18,Y
ENSG00000226873,HGNC:23858,CDY14P,CDY14P,Y
ENSG00000227915,HGNC:38152,ELOCP16,ELOCP16,Y
ENSG00000236620,HGNC:23910,XKRYP3,XKRYP3,Y
ENSG00000224866,HGNC:38761,USP9YP25,USP9YP25,Y
ENSG00000232424,HGNC:38765,USP9YP29,USP9YP29,Y
ENSG00000252681,HGNC:48439,RNU1-97P,RNU1-97P,Y
ENSG00000232910,HGNC:38104,RAB9AP1,RAB9AP1,Y
ENSG00000232845,HGNC:37733,TRAPPC2P9,TRAPPC2P9,Y
ENSG00000237302,HGNC:23883,OFD1P11Y,OFD1P11Y,Y
ENSG00000169763,HGNC:34020,PRYP3,PRYP3,Y
ENSG00000277930,,,,Y
ENSG00000252468,HGNC:48550,RNU2-57P,RNU2-57P,Y
ENSG00000231341,HGNC:37481,VDAC1P6,VDAC1P6,Y
ENSG00000235001,HGNC:23946,EIF4A1P2,EIF4A1P2,Y
ENSG00000214207,HGNC:23962,KRT18P10,KRT18P10,Y
ENSG00000278585,HGNC:41517,SNX3P1Y,SNX3P1Y,Y
ENSG00000235175,HGNC:36004,RPL26P37,RPL26P37,Y
ENSG00000099715,HGNC:15813,PCDH11Y,PCDH11Y,Y
ENSG00000225466,HGNC:23882,OFD1P10Y,OFD1P10Y,Y
ENSG00000231540,HGNC:38145,ELOCP9,ELOCP9,Y
ENSG00000223362,HGNC:23859,CDY15P,CDY15P,Y
ENSG00000231026,HGNC:23911,XKRYP4,XKRYP4,Y
ENSG00000224571,HGNC:38721,USP9YP13,USP9YP13,Y
ENSG00000226369,HGNC:38460,USP9YP11,USP9YP11,Y
ENSG00000280961,HGNC:31888,TTTY3B,TTTY3B,Y
ENSG00000227871,HGNC:38720,USP9YP12,USP9YP12,Y
ENSG00000251917,HGNC:48428,RNU1-86P,RNU1-86P,Y
ENSG00000231423,HGNC:38109,RAB9AP5,RAB9AP5,Y
ENSG00000228465,HGNC:37732,TRAPPC2P10,TRAPPC2P10,Y
ENSG00000232585,HGNC:23884,OFD1P12Y,OFD1P12Y,Y
ENSG00000234081,HGNC:38146,ELOCP10,ELOCP10,Y
ENSG00000172352,HGNC:23920,CDY1B,CDY1B,Y
ENSG00000231375,HGNC:23861,CDY17P,CDY17P,Y
ENSG00000237467,HGNC:38779,USP9YP35,USP9YP35,Y
ENSG00000229250,HGNC:38775,USP9YP31,USP9YP31,Y
ENSG00000232205,HGNC:23862,CDY18P,CDY18P,Y
ENSG00000235981,,,,Y
ENSG00000223698,HGNC:23958,GOLGA6L11P,GOLGA6L11P,Y
ENSG00000242854,HGNC:35171,DNM1P24,DNM1P24,Y
ENSG00000230977,,,,Y
ENSG00000244231,HGNC:32424,CSPG4P2Y,CSPG4P2Y,Y
